idx,doc_id,senti_score_assets,senti_score_economy,senti_score_expenses,senti_score_govt policy,senti_score_industry,senti_score_innovation,senti_score_liquidity,senti_score_margins,senti_score_merges_acquisitions,senti_score_negative indicators,senti_score_positive indicators,indicators_ratio,senti_score_pricing,senti_score_product portfolio,senti_score_ratio,senti_score_recent trends,senti_score_recognition_awards,senti_score_revenue,senti_score_stocks,company,BSE_Code,Release_Date,BSE_Code_Yr,id,yr,Base_Price,one_mnthcp,six_mnthcp,one_yearcp,one_mnthcpchngper,six_mnthcpchngper,one_yearcpchngper,y_target,y_segment,y_target1,y_target6,y_target12
471,D:\Danny\DATA_text\SHREYAS\5201510315.txt,4,3,1,4,6,11,2,1,3,3,1,0.333333333,2,3,3,1,1,1,1,SHREYAS,520151,1/3/2015,520151_2015,520151,2015,444.9,554.5,495.25,400.75,24.6,11.3,-9.9,6.311280986,6to7,5.162497643,5.083265985,4.942356453
472,D:\Danny\DATA_text\SIEMENS\5005500910.txt,3,6,3,11.5,4.333333333,11,8,4,5,5,8,1.6,4,6,13,8,6,8,1,SIEMENS,500550,1/9/2010,500550_2010,500550,2010,682.95,733.8,692.05,846,7.4,1.3,23.9,6.903747258,6to7,5.058790336,5.019264621,5.158480421
473,D:\Danny\DATA_text\SIEMENS\5005500911.txt,3,3,4,5,8,7,4,1,1.5,2,4,2,1,5,2,2,3,1,0.5,SIEMENS,500550,1/9/2011,500550_2011,500550,2011,846,855.7,883.95,809.6,1.1,4.5,-4.3,6.866516531,6to7,5.017941869,5.040194096,4.981549713
474,D:\Danny\DATA_text\SIEMENS\5005500912.txt,3,8,3,8,5.5,16,2,1,3,4,4,1,5,3,2.5,4,8,2,2,SIEMENS,500550,1/9/2012,500550_2012,500550,2012,809.6,792.05,678.6,505.15,-2.2,-16.2,-37.6,6.484864217,6to7,4.995860009,4.896346148,4.722063937
475,D:\Danny\DATA_text\SIEMENS\5005500913.txt,4,4,2,12,6,6,2,1,5,1,3,3,3,3,4,5,2,1,3,SIEMENS,500550,1/9/2013,500550_2013,500550,2013,505.15,477.1,432,618.55,-5.6,-14.5,22.4,6.644505623,6to7,4.972587226,4.90897164,5.149817358
476,D:\Danny\DATA_text\SIEMENS\5005500914.txt,2,2,2,14,8,2,1,1,1,1,3,3,2,2,1.666666667,2,1,2,2,SIEMENS,500550,1/9/2014,500550_2014,500550,2014,618.55,756.25,795.35,1333.85,22.3,28.6,115.6,7.30239534,7to8,5.149237144,5.185148668,5.581991418
477,D:\Danny\DATA_text\SIEMENS\5005500915.txt,2,7,1,13,8,7,1,1,1,1.5,3,2,2,4,2.5,2,1,1,5,SIEMENS,500550,1/9/2015,500550_2015,500550,2015,1333.85,1431.5,1268.35,1200.8,7.3,-4.9,-10,7.208452289,7to8,5.05815481,4.97742316,4.941642423
478,D:\Danny\DATA_text\SNOWMAN\5386350315.txt,0.4,0.4,1,1.714285714,0.888888889,2.25,1,2,1.5,1,3,3,1,0.6,6,0.25,3,2,2,SNOWMAN,538635,1/3/2015,538635_2015,538635,2015,90.9,91.55,104.7,79.45,0.7,15.2,-12.6,5.435685141,5to6,5.015291106,5.107156861,4.92289638
479,D:\Danny\DATA_text\SPICEJET\5002850310.txt,2,0.5,1,8,2.5,2,2,1,2,1,3,3,2.333333333,1,6,1,3,4,1,SPICEJET,500285,1/3/2010,500285_2010,500285,2010,55.65,60.15,71.6,38,8.1,28.7,-31.7,5.236441963,5to6,5.063227744,5.185708422,4.773223771
480,D:\Danny\DATA_text\SPICEJET\5002850313.txt,1.5,3,3,8,6,4,1,1.5,3,0.5,3,6,4,3,4,1,7,2.5,8,SPICEJET,500285,1/3/2013,500285_2013,500285,2013,35.45,29.2,18.65,13.1,-17.6,-47.4,-63,5.09436351,5to6,4.885827644,4.630837933,4.465908119
481,D:\Danny\DATA_text\SPICEJET\5002850314.txt,1.333333333,0.666666667,1,5.5,6,3,1,1,3,1,3,3,8,4,2.333333333,3,6,2,2,SPICEJET,500285,1/3/2014,500285_2014,500285,2014,13.1,17.6,12.8,23.05,34.4,-2.3,76,5.15358057,5to6,5.217107311,4.99518319,5.420534999
482,D:\Danny\DATA_text\SPICEJET\5002850315.txt,1,0.5,1,5.5,7,5,1,1.666666667,3,1,3,3,5,4,3.333333333,1,5,2,3,SPICEJET,500285,1/3/2015,500285_2015,500285,2015,23.05,21.65,24.8,75.25,-6.1,7.6,226.5,5.417210896,5to6,4.969118614,5.060060177,5.930918047
483,D:\Danny\DATA_text\SRTRANSFIN\5112180310.txt,1.333333333,1,1.25,3.666666667,4,8,1.666666667,0.666666667,4,2,2,1,1,2,0.571428571,3,3,1.5,0.25,SRTRANSFIN,511218,1/3/2010,511218_2010,511218,2010,460.7,564.35,718.2,743.25,22.5,55.9,61.3,6.794866497,6to7,5.150397236,5.327390614,5.353278925
484,D:\Danny\DATA_text\SRTRANSFIN\5112180311.txt,1.75,2,3,5,3,4,1,3,4,1,5,5,3,5,3.5,2,1,2.5,4,SRTRANSFIN,511218,1/3/2011,511218_2011,511218,2011,743.25,822.5,630.8,567.65,10.7,-15.1,-23.6,6.575981985,6to7,5.079539273,4.904533763,4.839451482
485,D:\Danny\DATA_text\SRTRANSFIN\5112180312.txt,1.666666667,3,2.5,3.5,1.333333333,2.666666667,1,3,3,3,1.5,0.5,2,7,1.5,1,2,1,3,SRTRANSFIN,511218,1/3/2012,511218_2012,511218,2012,567.65,602.9,635.05,690.35,6.2,11.9,21.6,6.733818472,6to7,5.051137237,5.086978861,5.145166187
486,D:\Danny\DATA_text\SRTRANSFIN\5112180313.txt,3.666666667,2.5,2.5,4.75,3,5.5,1,3,4,1,6,6,5,3.5,9,1.5,3,2,3.5,SRTRANSFIN,511218,1/3/2013,511218_2013,511218,2013,690.35,666.7,518.9,591.7,-3.4,-24.8,-14.3,6.608944849,6to7,4.987707789,4.829912459,4.910446567
487,D:\Danny\DATA_text\SRTRANSFIN\5112180314.txt,1.75,2,5,4,2,5,1,4,5,0.5,6,12,7,2.5,7,3,3,3,4,SRTRANSFIN,511218,1/3/2014,511218_2014,511218,2014,591.7,734.4,904.7,1216.3,24.1,52.9,105.6,7.219861635,7to8,5.159629847,5.312713247,5.543613723
488,D:\Danny\DATA_text\SRTRANSFIN\5112180315.txt,6,4,5,5.666666667,2,7,1,2,3,1,4,4,2,5,7,2,3,4,7,SRTRANSFIN,511218,1/3/2015,511218_2015,511218,2015,1216.3,1098.25,815.15,855.2,-9.7,-33,-29.7,6.912941806,6to7,4.943782987,4.762173935,4.789988623
489,D:\Danny\DATA_text\SUNPHARMA\5247150310.txt,6,2.5,1,8.5,11,3,2,3,4,4,1,0.25,8,1.8,4,2,4,5,2,SUNPHARMA,524715,1/3/2010,524715_2010,524715,2010,1540.9,1793.8,1760.1,423.6,16.4,14.2,-72.5,6.351932289,6to7,5.114394528,5.101085197,4.350277936
490,D:\Danny\DATA_text\SUNPHARMA\5247150311.txt,4,3,1,7,3,4,1,1,2,3,1,0.333333333,4,1,3,3,1,1,1,SUNPHARMA,524715,1/3/2011,524715_2011,524715,2011,423.6,439.8,490.3,545.7,3.8,15.7,28.8,6.544918533,6to7,5.035653057,5.110178924,5.186267863
491,D:\Danny\DATA_text\SUNPHARMA\5247150312.txt,8,3,1,5.5,11,2.75,3,1,3,3,5,1.666666667,5,3.333333333,2.333333333,10,2,2,1,SUNPHARMA,524715,1/3/2012,524715_2012,524715,2012,545.7,586.4,668.55,802.5,7.5,22.5,47.1,6.859090107,6to7,5.059425458,5.150397236,5.283711214
492,D:\Danny\DATA_text\SUNPHARMA\5247150313.txt,4,9,1,8.5,7,5.333333333,3,3,4,5,3,0.6,4,3.6,4,3,2,2,0.666666667,SUNPHARMA,524715,1/3/2013,524715_2013,524715,2013,802.5,870.3,519.8,642.7,8.4,-35.2,-19.9,6.67544484,6to7,5.065123479,4.743191484,4.868303386
493,D:\Danny\DATA_text\SUNPHARMA\5247150314.txt,1,9,3,13.5,8.5,7.5,2,3,3,1,7,7,3,5,6.666666667,4,4,4.5,2,SUNPHARMA,524715,1/3/2014,524715_2014,524715,2014,642.7,616.3,854.55,911,-4.1,33,41.7,6.966967139,6to7,4.982921456,5.209486153,5.25593165
494,D:\Danny\DATA_text\SUNPHARMA\5247150315.txt,3.333333333,11,3,5.5,7.5,8,1.5,2,11,4,4,1,20,6.333333333,5.5,7,7,3.5,6,SUNPHARMA,524715,1/3/2015,524715_2015,524715,2015,911,1118.6,897.7,819.95,22.8,-1.5,-10,6.877244524,6to7,5.152134856,5.000584958,4.941642423
495,D:\Danny\DATA_text\SUNTV\5327330310.txt,2.5,2,1,13,3,14,2,1.5,0.5,3,2,0.666666667,7,4,4,1,2,5,1,SUNTV,532733,1/3/2010,532733_2010,532733,2010,369.25,422.5,477.25,406.5,14.4,29.2,10.1,6.321667171,6to7,5.102302483,5.188502501,5.07579862
496,D:\Danny\DATA_text\SUNTV\5327330311.txt,1.333333333,2,0.666666667,13,3.666666667,14,2,0.666666667,0.5,3,2,0.666666667,7,4,9,1,2,4,0.5,SUNTV,532733,1/3/2011,532733_2011,532733,2011,406.5,423.65,300.9,309.1,4.2,-26,-24,6.129268051,6to7,5.038250461,4.820281566,4.836281907
497,D:\Danny\DATA_text\SUNTV\5327330312.txt,4,1.5,1,14,4.25,14,1,4,1,3,1,0.333333333,6,3,3.5,1,4,1.5,2,SUNTV,532733,1/3/2012,532733_2012,532733,2012,309.1,286.95,296.7,413.05,-7.2,-4,33.6,6.333368434,6to7,4.96144505,4.983606622,5.212759478
498,D:\Danny\DATA_text\SUNTV\5327330313.txt,5,2,2,13,5.333333333,12,1,4,0.5,3,2,0.666666667,7,5,11,2,8,2,2.5,SUNTV,532733,1/3/2013,532733_2013,532733,2013,413.05,352.1,389.65,370.85,-14.8,-5.7,-10.2,6.255462092,6to7,4.906755164,4.971894466,4.94021283
499,D:\Danny\DATA_text\SUNTV\5327330314.txt,5,0.5,3,16,6,6.5,2,5,0.5,4,1,0.25,7,5,9,1,6,3,2.5,SUNTV,532733,1/3/2014,532733_2014,532733,2014,370.85,398.55,351.4,409.25,7.5,-5.2,10.4,6.3265966,6to7,5.059425458,4.97535348,5.077670695
500,D:\Danny\DATA_text\SUNTV\5327330315.txt,6,2,4,17,7,16,1,7,0.5,5,4,0.8,8,6,6,2,6,4,2.5,SUNTV,532733,1/3/2015,532733_2015,532733,2015,409.25,382.45,342.2,426.15,-6.5,-16.4,4.1,6.356368043,6to7,4.966335035,4.894850261,5.037601742
501,D:\Danny\DATA_text\TAJGVK\5323900310.txt,3.5,8,1,10,2,3,1,1,1,2,3,1.5,3,3,0.666666667,4,2,3,1,TAJGVK,532390,1/3/2010,532390_2010,532390,2010,152.4,164.5,160.65,98.85,7.9,5.4,-35.1,5.516850305,5to6,5.061961921,5.046002438,4.744062185
502,D:\Danny\DATA_text\TAJGVK\5323900311.txt,3,4,0.5,7,7,3,1,1,1,2,3,1.5,3,2,1,4,2,4,1,TAJGVK,532390,1/3/2011,532390_2011,532390,2011,98.85,104.05,89.8,76.8,5.3,-9.2,-22.3,5.424068572,5to6,5.04535873,4.947340444,4.849683763
503,D:\Danny\DATA_text\TAJGVK\5323900312.txt,3.5,2.5,1,10,5,8,4,2,1,1.5,5,3.333333333,2,3,5,9,4,5,1,TAJGVK,532390,1/3/2012,532390_2012,532390,2012,76.8,72.35,62.1,65.75,-5.8,-19.1,-14.4,5.37412033,5to6,4.971201225,4.874433673,4.909709376
504,D:\Danny\DATA_text\TAJGVK\5323900313.txt,7,7,2,7,6,7,3,3,1,3,1,0.333333333,5,4,7,5,1,5,1,TAJGVK,532390,1/3/2013,532390_2013,532390,2013,65.75,64,55.85,58.55,-2.7,-15.1,-11,5.340178821,5to6,4.992471323,4.904533763,4.934473933
505,D:\Danny\DATA_text\TAJGVK\5323900314.txt,3.5,1.666666667,0.5,9,3.5,7,2,1,1,3,2,0.666666667,2,3,2.5,4,3,2.5,0.5,TAJGVK,532390,1/3/2014,532390_2014,532390,2014,58.55,73.15,122.8,75.8,24.9,109.7,29.5,5.419649652,5to6,5.164214382,5.559527119,5.190175208
506,D:\Danny\DATA_text\TAJGVK\5323900315.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TAJGVK,532390,1/3/2015,532390_2015,532390,2015,75.8,73.2,66.15,101.5,-3.4,-12.7,33.9,5.52744299,5to6,4.987707789,4.922168313,5.214392132
507,D:\Danny\DATA_text\TATACHEM\5007700310.txt,1,2.333333333,0.25,1.714285714,9,3.5,1,1.333333333,5,1.333333333,3,2.25,1,1.4,1.5,3,4,2,1.75,TATACHEM,500770,1/3/2010,500770_2010,500770,2010,288.35,328.2,395.3,319.85,13.8,37.1,10.9,6.152413495,6to7,5.098646171,5.231643233,5.080783054
508,D:\Danny\DATA_text\TATACHEM\5007700312.txt,1.461538462,3.4,0.333333333,2.846153846,2.333333333,6.333333333,3,1.4,1.8,1.4,23,16.42857143,1.285714286,6.2,2.333333333,9,1.666666667,2.6,0.555555556,TATACHEM,500770,1/3/2012,500770_2012,500770,2012,349.1,339.65,304.2,326.75,-2.7,-12.9,-6.4,6.166992244,6to7,4.992471323,4.920710587,4.967031657
509,D:\Danny\DATA_text\TATACHEM\5007700313.txt,0.888888889,1,0.333333333,2.333333333,2,4,1,2,1.5,0.4,2.5,6.25,1,2,8,2,2,9,0.8,TATACHEM,500770,1/3/2013,500770_2013,500770,2013,326.75,318.05,247.65,267.6,-2.7,-24.2,-18.1,6.034524037,6to7,4.992471323,4.834693344,4.88204406
510,D:\Danny\DATA_text\TATACHEM\5007700314.txt,0.45,3,0.25,3.75,4.333333333,2.6,2,1,1.6,0.6,8.5,14.16666667,1.4,5.6,2.8,4,7,3.5,0.555555556,TATACHEM,500770,1/3/2014,500770_2014,500770,2014,267.6,281.25,375.95,453.6,5.1,40.5,69.5,6.402911727,6to7,5.04407007,5.249652195,5.391352233
511,D:\Danny\DATA_text\TATACOFFEE\5323010310.txt,4,2.5,2,4.5,1,5,0.333333333,1,1,2,3,1.5,2,5,6,3,4,5,3,TATACOFFEE,532301,1/3/2010,532301_2010,532301,2010,350.6,405.5,481,565.35,15.7,37.2,61.3,6.572771933,6to7,5.110178924,5.232177564,5.353278925
512,D:\Danny\DATA_text\TATACOFFEE\5323010311.txt,1.5,4,1,9,1,6,2,3,1,3,2,0.666666667,2,3,8,1,3,6,3,TATACOFFEE,532301,1/3/2011,532301_2011,532301,2011,565.35,948.8,744.8,824.95,67.8,31.7,45.9,6.882386188,6to7,5.38357721,5.202356975,5.277604325
513,D:\Danny\DATA_text\TATACOFFEE\5323010312.txt,3,6,2,6.5,1.333333333,5,0.333333333,2,1,2,2,1,3,7,7,2,4,5,3,TATACOFFEE,532301,1/3/2012,532301_2012,532301,2012,824.95,840.75,978,1442.9,1.9,18.6,74.9,7.373311533,7to8,5.02322241,5.127529046,5.415655859
514,D:\Danny\DATA_text\TATACOFFEE\5323010313.txt,3,5,2,6,1.5,6,0.5,2,2,4,1,0.25,4,5.5,9,1,4,6,2,TATACOFFEE,532301,1/3/2013,532301_2013,532301,2013,1442.9,1500.8,940.25,909.9,4,-34.8,-36.9,6.965929843,6to7,5.036952602,4.746669748,4.728272383
515,D:\Danny\DATA_text\TATACOFFEE\5323010314.txt,3,2,2,7,2,4,1,2,2,3,1,0.333333333,1,2.5,4,1,5,5,1,TATACOFFEE,532301,1/3/2014,532301_2014,532301,2014,909.9,1024,896.05,93.6,12.5,-1.5,-89.7,5.495527536,5to6,5.090678002,5.000584958,4.099332104
516,D:\Danny\DATA_text\TATACOFFEE\5323010315.txt,3,4.333333333,2,22,10,2.5,1,4,1.666666667,2,4,2,2,1.666666667,6.666666667,2,9,5,1,TATACOFFEE,532301,1/3/2015,532301_2015,532301,2015,93.6,93.2,89.85,97.4,-0.4,-4,4.1,5.51100646,5to6,5.007965066,4.983606622,5.037601742
517,D:\Danny\DATA_text\TATAGLOBAL\5008000310.txt,4,8,1,6,3,8,5,5,5,1,8,8,7,8,10,5,5,1.5,3,TATAGLOBAL,500800,1/3/2010,500800_2010,500800,2010,942.55,1003.85,120.3,89.15,6.5,-87.2,-90.5,5.47709097,5to6,5.05305601,4.139955073,4.085976313
518,D:\Danny\DATA_text\TATAGLOBAL\5008000311.txt,3,5.5,4,14,3,14,5,4,7,3,9,3,2.666666667,13,5,14,7,6,2,TATAGLOBAL,500800,1/3/2011,500800_2011,500800,2011,89.15,103.1,93.5,120.25,15.6,4.9,34.9,5.599347457,5to6,5.109575242,5.042779747,5.219815138
519,D:\Danny\DATA_text\TATAGLOBAL\5008000313.txt,2.5,3.25,1.5,6,3.333333333,6.5,3,5,3.666666667,7,15,2.142857143,7,4.333333333,6.5,7,6,2.666666667,3,TATAGLOBAL,500800,1/3/2013,500800_2013,500800,2013,125.1,132.25,139,139.75,5.7,11.1,11.7,5.669018482,5to6,5.047931079,5.08202529,5.085742767
520,D:\Danny\DATA_text\TATAGLOBAL\5008000314.txt,3.5,4,1,16,3.5,12,2.5,4.5,5.666666667,7,38,5.428571429,7,8,8.5,23,3,17,5,TATAGLOBAL,500800,1/3/2014,500800_2014,500800,2014,139.75,153.25,150.9,155.05,9.7,8,10.9,5.720475698,5to6,5.073297055,5.062595033,5.080783054
521,D:\Danny\DATA_text\TATAGLOBAL\5008000315.txt,4.5,8,2,11.5,7,24,6,2.5,7,10,42,4.2,3,10.5,5,11,4,5.5,5,TATAGLOBAL,500800,1/3/2015,500800_2015,500800,2015,155.05,159.25,119.6,146.1,2.7,-22.9,-5.8,5.690697235,5to6,5.028475212,4.844974178,4.971201225
522,D:\Danny\DATA_text\TATAMOTORS\5005700310.txt,1.142857143,2.666666667,0.5,2.333333333,2.25,2.2,3.5,1,2.75,2.666666667,1.8,0.675,3,6,3,3,3,3.5,2,TATAMOTORS,500570,1/3/2010,500570_2010,500570,2010,711.05,775.7,1007.45,1081.8,9.1,41.7,52.1,7.116231793,7to8,5.069532935,5.25593165,5.308762624
523,D:\Danny\DATA_text\TATAMOTORS\5005700311.txt,1.428571429,3.666666667,0.6,3,3,2.666666667,7,1.666666667,3.666666667,2,11,5.5,4.666666667,8,5.333333333,2.666666667,3,6,2,TATAMOTORS,500570,1/3/2011,500570_2011,500570,2011,1081.8,1234.95,741.7,272.65,14.2,-31.4,-74.8,6.046544413,6to7,5.101085197,4.775756487,4.320151231
524,D:\Danny\DATA_text\TATAMOTORS\5005700312.txt,1.375,3.5,0.666666667,6.2,7.666666667,8,5.5,1.2,6,1.142857143,2.285714286,2,2.4,13,26,6.5,2,4,2,TATAMOTORS,500570,1/3/2012,500570_2012,500570,2012,272.65,289.1,233.75,287.4,6,-14.3,5.4,6.080848108,6to7,5.049856007,4.910446567,5.046002438
525,D:\Danny\DATA_text\TATAMOTORS\5005700313.txt,1.2,3.833333333,1,4.666666667,5.25,9,1.75,1,4.2,1.666666667,1.7,1.02,2.6,7.5,5.6,7,1.5,8,1.666666667,TATAMOTORS,500570,1/3/2013,500570_2013,500570,2013,287.4,269.2,298.7,417.05,-6.3,3.9,45.1,6.340447483,6to7,4.967727793,5.036303041,5.273512248
526,D:\Danny\DATA_text\TATAMOTORS\5005700314.txt,2.142857143,5.5,4,4.666666667,5.8,8.333333333,4,1,8.5,2,1.909090909,0.954545455,4.25,9.5,11,5.666666667,6,5,2.25,TATAMOTORS,500570,1/3/2014,500570_2014,500570,2014,417.05,412.35,524.4,593.65,-1.1,25.7,42.3,6.611570494,6to7,5.00327494,5.168777995,5.259056653
527,D:\Danny\DATA_text\TATAMOTORS\5005700315.txt,0.833333333,2.4,0.666666667,2.307692308,4,3.6,2,0.571428571,14,1.666666667,1.444444444,0.866666667,2.4,5.666666667,3.142857143,4.333333333,4,2.5,1.5,TATAMOTORS,500570,1/3/2015,500570_2015,500570,2015,593.65,540.3,340.15,391.25,-9,-42.7,-34.1,6.293881279,6to7,4.94875989,4.67562865,4.75272775
528,D:\Danny\DATA_text\TATASTEEL\5004700310.txt,5.2,2.6,0.5,3.625,1.833333333,2.428571429,2,5,2.25,3.333333333,4.333333333,1.3,3.25,2,3.6,8,2.5,8,0.5,TATASTEEL,500470,1/3/2010,500470_2010,500470,2010,573.65,685.35,522.4,605.95,19.5,-8.9,5.6,6.627975236,6to7,5.132852927,4.949468859,5.047288612
529,D:\Danny\DATA_text\TATASTEEL\5004700311.txt,3.857142857,5,0.75,3.625,1.3,2,6,7,3.5,3.5,5,1.428571429,3.333333333,1.615384615,2.125,3,3,2.333333333,0.666666667,TATASTEEL,500470,1/3/2011,500470_2011,500470,2011,605.95,630.35,468.55,458.45,4,-22.7,-24.3,6.41091474,6to7,5.036952602,4.846546506,4.833898116
530,D:\Danny\DATA_text\TATASTEEL\5004700312.txt,3.8,2.857142857,0.666666667,4.222222222,2.428571429,6.666666667,4.5,2.5,1.571428571,8,5,0.625,3.5,5.166666667,15,6,11,3.5,0.666666667,TATASTEEL,500470,1/3/2012,500470_2012,500470,2012,458.45,449.75,362.5,342.35,-1.9,-20.9,-25.3,6.199189846,6to7,4.997887721,4.860587298,4.825910853
531,D:\Danny\DATA_text\TATASTEEL\5004700313.txt,1.8,1.875,0.4,4.428571429,4.25,2.5,3,2,1.222222222,15,8,0.533333333,5.5,1.555555556,5.333333333,8,4,2,0.666666667,TATASTEEL,500470,1/3/2013,500470_2013,500470,2013,342.35,294.55,274.25,344.05,-14,-19.9,0.5,6.202636727,6to7,4.912654886,4.868303386,5.013963084
532,D:\Danny\DATA_text\TATASTEEL\5004700314.txt,3,2.222222222,0.428571429,8.6,3.714285714,5.4,1.166666667,2,0.9,12,6.333333333,0.527777778,2,3.375,4.8,7,9,2.5,0.75,TATASTEEL,500470,1/3/2014,500470_2014,500470,2014,344.05,408.4,513.55,355.65,18.7,49.3,3.4,6.22584473,6to7,5.12812199,5.294811227,5.033048889
533,D:\Danny\DATA_text\TATASTEEL\5004700315.txt,4.8,1.6,0.222222222,7.666666667,2.777777778,2.666666667,2,2.5,2.166666667,6.333333333,5,0.789473684,2,1.75,4.2,14,11,7,0.333333333,TATASTEEL,500470,1/3/2015,500470_2015,500470,2015,355.65,337.7,225.05,259.55,-5,-36.7,-27,6.015058996,6to7,4.976733742,4.730039168,4.812184355
534,D:\Danny\DATA_text\TCS\5325400311.txt,8,10,3,12.5,8,12,8,15,8,4.666666667,5,1.071428571,8,19,8.5,2.5,8,6,5,TCS,532540,1/3/2011,532540_2011,532540,2011,1112.95,1190.55,1040.6,1227.7,7,-6.5,10.3,7.228170721,7to8,5.056245805,4.966335035,5.07704706
535,D:\Danny\DATA_text\TCS\5325400312.txt,6,10,1.666666667,9.5,6.5,2.666666667,3,3,2,4.5,5.5,1.222222222,6,13,3.5,5,6,4.75,1.666666667,TCS,532540,1/3/2012,532540_2012,532540,2012,1227.7,1069.55,1347.3,1514.75,-12.9,9.7,23.4,7.417430241,7to8,4.920710587,5.073297055,5.155601064
536,D:\Danny\DATA_text\TCS\5325400313.txt,10,5.5,1.333333333,10,16,2.2,3,13,4,3.5,6,1.714285714,9,7,9,3.5,8,8,1,TCS,532540,1/3/2013,532540_2013,532540,2013,1514.75,1475.4,2023.15,2272.8,-2.6,33.6,50,7.792679175,7to8,4.99314998,5.212759478,5.298317367
537,D:\Danny\DATA_text\TCS\5325400314.txt,9,3.333333333,1.75,14,22,3.333333333,5,15,11,1.333333333,13,9.75,6,8.5,6,9,4,12,3,TCS,532540,1/3/2014,532540_2014,532540,2014,2272.8,2251.55,2524.6,2675.3,-0.9,11.1,17.7,7.946369833,7to8,5.004617222,5.08202529,5.122176669
538,D:\Danny\DATA_text\TCS\5325400315.txt,6.5,3.666666667,1.5,11.5,15,4,5,7,17,1.333333333,4,3,3,14,13,7,10,2.333333333,2.5,TCS,532540,1/3/2015,532540_2015,532540,2015,2675.3,2624.7,2565.25,2439.2,-1.9,-4.1,-8.8,7.859104227,7to8,4.997887721,4.982921456,4.950177325
539,D:\Danny\DATA_text\TECHM\5327550311.txt,2.25,4.5,4,6,2.5,2.666666667,5,5,10,3,1.5,0.5,7,3,11,3,12,3,9,TECHM,532755,1/3/2011,532755_2011,532755,2011,644.7,730.55,648.05,600.5,13.3,0.5,-6.9,6.620739651,6to7,5.095589,5.013963084,4.963543687
540,D:\Danny\DATA_text\TECHM\5327550312.txt,4,7,5,8.5,1.666666667,5,5,1,10,5,3.5,0.7,6,2.5,2.333333333,1,6,5,10,TECHM,532755,1/3/2012,532755_2012,532755,2012,600.5,702.4,797.95,1046.7,17,32.9,74.3,7.087323048,7to8,5.117993812,5.208939555,5.412984442
541,D:\Danny\DATA_text\TECHM\5327550313.txt,1.285714286,3,1.666666667,6,2.666666667,5,4,1,6.5,3,2,0.666666667,7,2.5,2.142857143,5,7,5,9,TECHM,532755,1/3/2013,532755_2013,532755,2013,1046.7,966.95,1376.75,1870.6,-7.6,31.5,78.7,7.611149776,7to8,4.958639999,5.201255654,5.432411101
542,D:\Danny\DATA_text\TECHM\5327550314.txt,3.25,1,4,2.666666667,6.5,1.6,6,4,5,1,2,2,8,1.4,3,2,3,4,17,TECHM,532755,1/3/2014,532755_2014,532755,2014,1870.6,1762.7,2362,2865,-5.8,26.3,53.2,8.011355109,8+,4.971201225,5.172187089,5.314190716
543,D:\Danny\DATA_text\TECHM\5327550315.txt,3.75,5,9,2.333333333,7.5,4,8,7,1.777777778,3,1,0.333333333,7,2,10,5,5,4,8,TECHM,532755,1/3/2015,532755_2015,532755,2015,2865,659,515.6,521.6,-77,-82,-81.8,6.509662925,6to7,4.290459441,4.219507705,4.222444565
544,D:\Danny\DATA_text\TRENT\5002510310.txt,1.5,3,0.5,6,3,4,4,0.25,2,6,2,0.333333333,1.666666667,4,5,2,2,5,4,TRENT,500251,1/3/2010,500251_2010,500251,2010,803.65,829,1023.15,826.85,3.2,27.3,2.9,6.884333109,6to7,5.031744257,5.177843213,5.029784113
545,D:\Danny\DATA_text\TRENT\5002510311.txt,3.5,3.5,0.2,8,5,2,3,0.5,1,5,4,0.8,5,2.5,1.666666667,1,1,7,6,TRENT,500251,1/3/2011,500251_2011,500251,2011,826.85,944,1117.5,908.4,14.2,35.2,9.9,6.964513613,6to7,5.101085197,5.221436322,5.07454862
546,D:\Danny\DATA_text\TRENT\5002510312.txt,1.8,6,1.5,7,2,1.166666667,4,0.2,3,4,4,1,4,4,3.5,2,1,6,0.25,TRENT,500251,1/3/2012,500251_2012,500251,2012,908.4,910.55,1031.7,1104.55,0.2,13.6,21.6,7.134532222,7to8,5.011967739,5.097424424,5.145166187
547,D:\Danny\DATA_text\TRENT\5002510313.txt,1.666666667,2,1,9,2,1.5,3,0.666666667,3,3,6,2,3,6,5.5,1,1,6,0.25,TRENT,500251,1/3/2013,500251_2013,500251,2013,1104.55,1003.8,943.25,999.35,-9.1,-14.6,-9.5,7.046951844,7to8,4.948050419,4.90823336,4.945207489
548,D:\Danny\DATA_text\TRENT\5002510314.txt,2,1,0.5,10,6,1,5,0.5,2,3,7,2.333333333,6,2.5,2.25,2,2,7,0.166666667,TRENT,500251,1/3/2014,500251_2014,500251,2014,999.35,995.6,1136.25,1469.8,-0.4,13.7,47.1,7.390057964,7to8,5.007965066,5.098035484,5.283711214
549,D:\Danny\DATA_text\TRENT\5002510315.txt,4,2,0.666666667,7,5,2.8,3,2.333333333,2.5,5,6,1.2,8,3,7,6,4,6,0.75,TRENT,500251,1/3/2015,500251_2015,500251,2015,1469.8,1376.85,1240.05,1747.1,-6.3,-15.6,18.9,7.548081683,7to8,4.967727793,4.900820428,5.129306824
