idx,doc_id,senti_score_assets,senti_score_economy,senti_score_expenses,senti_score_govt policy,senti_score_industry,senti_score_innovation,senti_score_liquidity,senti_score_margins,senti_score_merges_acquisitions,senti_score_negative indicators,senti_score_positive indicators,indicators_ratio,senti_score_pricing,senti_score_product portfolio,senti_score_ratio,senti_score_recent trends,senti_score_recognition_awards,senti_score_revenue,senti_score_stocks,company,BSE_Code,Release_Date,BSE_Code_Yr,id,yr,Base_Price,one_mnthcp,six_mnthcp,one_yearcp,one_mnthcpchngper,six_mnthcpchngper,one_yearcpchngper,y_target,y_segment,y_target1,y_target6,y_target12
0,D:\Danny\DATA_text\ABB\5000021210.txt,2,1.333333333,0.333333333,1.8,1.75,4,1,1.5,2,2,3,1.5,2,1.5,5,2,3,2,2,ABB,500002,1/12/2010,500002_2010,500002,2010,794.75,832.3,777,663.65,4.7,-2.2,-16.5,6.701530298,6to7,5.041487758,4.995860009,4.894101478
1,D:\Danny\DATA_text\ABB\5000021211.txt,1.666666667,2.5,0.333333333,4.5,3.75,12,4,6,12,7,6,0.857142857,5,2.75,8,2,5,5,2,ABB,500002,1/12/2011,500002_2011,500002,2011,663.65,814.15,835.35,822.35,22.7,25.9,23.9,6.879715822,6to7,5.151555985,5.169915652,5.158480421
2,D:\Danny\DATA_text\ABB\5000021212.txt,2,2.5,1,3.75,1,4,3,1,4,1.666666667,3,1.8,3,3,12,1,4,2,3,ABB,500002,1/12/2012,500002_2012,500002,2012,822.35,829.45,715.35,570.85,0.9,-13,-30.6,6.580431071,6to7,5.016617366,4.919980926,4.782479201
3,D:\Danny\DATA_text\ABB\5000021213.txt,6,2.5,0.5,4.166666667,2.333333333,5,2,3,5,1.5,5,3.333333333,2,5,8,0.333333333,3,0.333333333,1,ABB,500002,1/12/2013,500002_2013,500002,2013,570.85,474.9,449.9,716.25,-16.8,-21.2,25.5,6.764173551,6to7,4.891851758,4.858260814,5.167639043
4,D:\Danny\DATA_text\ABB\5000021214.txt,5,2,0.5,4,4.666666667,8,4,1,7,1.5,3,2,1.5,5,8.5,1.5,11,1,2,ABB,500002,1/12/2014,500002_2014,500002,2014,716.25,814.05,982.65,1395.2,13.7,37.2,94.8,7.342908631,7to8,5.098035484,5.232177564,5.500441551
5,D:\Danny\DATA_text\ABB\5000021215.txt,3,2.25,0.25,4.5,2.5,3.333333333,1,1,5,1.5,10,6.666666667,2,3.25,2.666666667,9,6,0.666666667,3,ABB,500002,1/12/2015,500002_2015,500002,2015,1395.2,1393.65,1226.9,1118.1,-0.1,-12.1,-19.9,7.145274996,7to8,5.009968405,4.926528785,4.868303386
6,D:\Danny\DATA_text\ACC\5004101210.txt,1,4,0.333333333,4.4,12,4.666666667,3,1.5,2.5,4,5,1.25,5,3,18,7,7,2,1.5,ACC,500410,1/12/2010,500410_2010,500410,2010,922.95,937.5,871.8,971.05,1.6,-5.5,5.2,7.022021025,7to8,5.021245473,4.973279508,5.044714608
7,D:\Danny\DATA_text\ACC\5004101211.txt,1.5,7,1,11,8,3.25,9,3,1,7,3,0.428571429,9,5,15,3,8,3,1,ACC,500410,1/12/2011,500410_2011,500410,2011,971.05,1111.25,1002.55,1287.25,14.4,3.2,32.6,7.270486845,7to8,5.102302483,5.031744257,5.207297968
8,D:\Danny\DATA_text\ACC\5004101212.txt,1.5,9,1,5.6,5,3,8,0.75,0.333333333,3.333333333,6,1.8,4.333333333,10,9,8,10,4,1,ACC,500410,1/12/2012,500410_2012,500410,2012,1287.25,1259.65,1312.45,1271.1,-2.1,2,-1.3,7.259186499,7to8,4.99653637,5.023880521,5.001930853
9,D:\Danny\DATA_text\ACC\5004101213.txt,1,5,1,7.5,7,2.166666667,8,0.5,1.5,4,5,1.25,4.666666667,8,6.666666667,2.5,5.5,7,0.666666667,ACC,500410,1/12/2013,500410_2013,500410,2013,1271.1,1138.95,961.8,1103.45,-10.4,-24.3,-13.2,7.133655028,7to8,4.93878119,4.833898116,4.918520005
10,D:\Danny\DATA_text\ACC\5004101214.txt,2,4.5,1,18.5,13,4,6,0.5,2.333333333,2,9,4.5,4,21,21,5,5.5,5,1,ACC,500410,1/12/2014,500410_2014,500410,2014,1103.45,1361,1491.7,1683.25,23.3,35.2,52.5,7.513845627,7to8,5.155024197,5.221436322,5.310739887
11,D:\Danny\DATA_text\ACC\5004101215.txt,3,5,2,7,3,5.5,3,0.5,3,1.5,2,1.333333333,2.5,3,7.5,3,4,5,3,ACC,500410,1/12/2015,500410_2015,500410,2015,1683.25,1614.4,1334.55,1359.55,-4.1,-20.7,-19.2,7.319566872,7to8,4.982921456,4.862135286,4.873669439
12,D:\Danny\DATA_text\ACE\5327620310.txt,6,9,2,4.333333333,2.666666667,5,3,4,4,3,2.666666667,0.888888889,3,10,2,6,3,3.5,1,ACE,532762,1/3/2010,532762_2010,532762,2010,37.7,47.15,65.1,42.95,25.1,72.7,13.9,5.262431088,5to6,5.165357239,5.405825574,5.099256486
13,D:\Danny\DATA_text\ACE\5327620311.txt,2.666666667,5,1,3.8,15,6.666666667,5,1,3,1,6,6,2.333333333,27,1.2,6,5,2,2,ACE,532762,1/3/2011,532762_2011,532762,2011,42.95,48.05,45,34.85,11.9,4.8,-18.9,5.219544685,5to6,5.086978861,5.042133961,4.875960391
14,D:\Danny\DATA_text\ACE\5327620313.txt,0.5,6,1,2.666666667,8,8,1,2,4,1,1,1,1.5,10,7,2,1,4,2,ACE,532762,1/3/2013,532762_2013,532762,2013,12,12.09,8.09,11.8,0.7,-32.6,-1.7,5.086361005,5to6,5.015291106,4.765586907,4.999237249
15,D:\Danny\DATA_text\ACE\5327620314.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ACE,532762,1/3/2014,532762_2014,532762,2014,11.8,18.25,29.55,37.45,54.7,150.4,217.4,5.233512143,5to6,5.321545493,5.70511492,5.906451173
16,D:\Danny\DATA_text\ACE\5327620315.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ACE,532762,1/3/2015,532762_2015,532762,2015,37.45,43.75,40.65,46.5,16.8,8.5,24.2,5.280662431,5to6,5.11679549,5.065754593,5.160204064
17,D:\Danny\DATA_text\ADANIPORTS\5329210310.txt,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ADANIPORTS,532921,1/3/2010,532921_2010,532921,2010,672.9,748.35,767.2,138.4,11.2,14,-79.4,5.664348405,5to6,5.08264583,5.099866428,4.257030144
18,D:\Danny\DATA_text\ADANIPORTS\5329210311.txt,5,0.666666667,4,5.333333333,5,4,3,3,2,5,1,0.2,2,4,2.666666667,1,12,2,2,ADANIPORTS,532921,1/3/2011,532921_2011,532921,2011,138.4,146.05,152.15,148.4,5.5,9.9,7.2,5.698434868,5to6,5.046645732,5.07454862,5.05751888
19,D:\Danny\DATA_text\ADANIPORTS\5329210312.txt,3.666666667,1,9,3,2.5,3.166666667,5,9,9,5,3,0.6,3,5,5.5,1,11,5,0.333333333,ADANIPORTS,532921,1/3/2012,532921_2012,532921,2012,148.4,129.9,112.65,138.55,-12.5,-24.1,-6.6,5.664868381,5to6,4.923623917,4.835487941,4.965637928
20,D:\Danny\DATA_text\ADANIPORTS\5329210313.txt,5,0.666666667,4,3.333333333,3,5,2,3,5,3,2,0.666666667,5,1,4.666666667,1,7,4,2,ADANIPORTS,532921,1/3/2013,532921_2013,532921,2013,138.55,145.2,125.55,167.25,4.8,-9.4,20.7,5.759690107,5to6,5.042133961,4.945918979,5.13990763
21,D:\Danny\DATA_text\ADANIPORTS\5329210314.txt,10,1.8,5,5,5,5.333333333,2,5,4,2.5,2.666666667,1.066666667,2.5,1,4,3,6,5,1.5,ADANIPORTS,532921,1/3/2014,532921_2014,532921,2014,167.25,186.85,282.85,330.5,11.7,69.1,97.6,6.174827228,6to7,5.085742767,5.389528247,5.511814541
22,D:\Danny\DATA_text\ADANIPORTS\5329210315.txt,4.5,2.666666667,1.666666667,8.333333333,3,3.5,3,7,7,3,8,2.666666667,10,4,14,2,6,7,1.5,ADANIPORTS,532921,1/3/2015,532921_2015,532921,2015,330.5,325.35,354.5,260.6,-1.6,7.3,-21.1,6.017619505,6to7,4.999911331,5.05815481,4.85903691
23,D:\Danny\DATA_text\AEGISLOG\5000030310.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AEGISLOG,500003,1/3/2010,500003_2010,500003,2010,194.4,289.35,298.25,287.7,48.8,53.4,48,6.081533744,6to7,5.292299294,5.315174484,5.288267031
24,D:\Danny\DATA_text\AEGISLOG\5000030311.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AEGISLOG,500003,1/3/2011,500003_2011,500003,2011,287.7,286.2,189,162.45,-0.5,-34.3,-43.5,5.744444456,5to6,5.007296393,4.751000634,4.668144985
25,D:\Danny\DATA_text\AEGISLOG\5000030312.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AEGISLOG,500003,1/3/2012,500003_2012,500003,2012,162.45,148.65,119.25,129,-8.5,-26.6,-20.6,5.631211782,5to6,4.952299717,4.815431111,4.862908382
26,D:\Danny\DATA_text\AEGISLOG\5000030313.txt,3,2,1.333333333,2.5,2,1.666666667,1,6,4,4,5,1.25,3,2,4,2,4,7,3,AEGISLOG,500003,1/3/2013,500003_2013,500003,2013,129,128.75,110.35,144.65,-0.2,-14.5,12.1,5.685788211,5to6,5.009301071,4.90897164,5.088213429
27,D:\Danny\DATA_text\AEGISLOG\5000030314.txt,0.666666667,2.5,1.5,3,2.333333333,1.333333333,1,4,5,1.5,1,0.666666667,4,1,8,1,3,2,2,AEGISLOG,500003,1/3/2014,500003_2014,500003,2014,144.65,166.2,341.25,415.2,14.9,135.9,187,6.337179651,6to7,5.10533923,5.655642099,5.82008293
28,D:\Danny\DATA_text\AEGISLOG\5000030315.txt,1.75,3,1.5,3,1.75,4.5,1,6,7,1.5,0.5,0.333333333,3,2.5,8,2,5,4,3,AEGISLOG,500003,1/3/2015,500003_2015,500003,2015,415.2,742,800.8,104.75,78.7,92.9,-74.8,5.540282672,5to6,5.432411101,5.492649836,4.320151231
29,D:\Danny\DATA_text\ALLCARGO\5327490312.txt,0.5,1.1,1,3.7,3.333333333,33,2.5,3,44,9,23,2.555555556,0.25,21,9,39,10,23,0.1,ALLCARGO,532749,1/3/2012,532749_2012,532749,2012,135.85,128.15,129.3,127.6,-5.7,-4.8,-6.1,5.626181229,5to6,4.971894466,4.978112102,4.969118614
30,D:\Danny\DATA_text\ALLCARGO\5327490313.txt,0.8,10,4,14,1.75,3.666666667,3.333333333,6,2.5,5,6,1.2,3,5,5.333333333,4,9,5,1,ALLCARGO,532749,1/3/2013,532749_2013,532749,2013,127.6,116.95,77.25,158.5,-8.3,-39.5,24.2,5.731721843,5to6,4.953712147,4.705015521,5.160204064
31,D:\Danny\DATA_text\ALLCARGO\5327490314.txt,1.666666667,3.333333333,4,16,3,6.5,9,5,9,6,10,1.666666667,7,5,4.666666667,5,7,5.5,1.333333333,ALLCARGO,532749,1/3/2014,532749_2014,532749,2014,158.5,153,238.85,339.4,-3.5,50.7,114.1,6.193180151,6to7,4.987025428,5.301811256,5.576327819
32,D:\Danny\DATA_text\ALLCARGO\5327490315.txt,1.666666667,3,1.5,13,5,15,6,5,4.5,6,8,1.333333333,5,4,4.666666667,5,6,7,0.666666667,ALLCARGO,532749,1/3/2015,532749_2015,532749,2015,339.4,359.25,307.95,203,5.8,-9.3,-40.2,5.866468057,5to6,5.048573133,4.946629964,4.698660529
33,D:\Danny\DATA_text\ALLCARGO\5327491210.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALLCARGO,532749,1/12/2010,532749_2010,532749,2010,179.45,186.7,167.65,136.85,4,-6.6,-23.7,5.658959431,5to6,5.036952602,4.965637928,4.838660029
34,D:\Danny\DATA_text\AMBUJACEM\5004251210.txt,1.8,4,2.5,6.75,2.666666667,9,4.5,2.666666667,10,0.5,8,16,6,1.333333333,2.166666667,5,5,2,4.5,AMBUJACEM,500425,1/12/2010,500425_2010,500425,2010,106.9,119.55,125.15,118,11.8,17.1,10.4,5.590986981,5to6,5.086361005,5.118592436,5.077670695
35,D:\Danny\DATA_text\AMBUJACEM\5004251211.txt,1,4,2,2.714285714,1.6,3.333333333,6,1,3.5,1,8,8,5.5,2,2.333333333,2,5,1,8,AMBUJACEM,500425,1/12/2011,500425_2011,500425,2011,118,150.75,133.1,162.85,27.8,12.8,38,5.745723842,5to6,5.180659323,5.092522454,5.236441963
36,D:\Danny\DATA_text\AMBUJACEM\5004251212.txt,2,0.875,2,15,5,1.8,5,4,2.5,1,3,3,8,3,5,2,2,1,3,AMBUJACEM,500425,1/12/2012,500425_2012,500425,2012,162.85,162.4,185.45,191.85,-0.3,13.9,17.8,5.834372044,5to6,5.008633291,5.099256486,5.122772794
37,D:\Danny\DATA_text\AMBUJACEM\5004251213.txt,15,2.3,1,6.5,15,5,4.5,5,9,1,13,13,15,4,10.5,3.333333333,8,2,4.333333333,AMBUJACEM,500425,1/12/2013,500425_2013,500425,2013,191.85,175.15,170.8,167.35,-8.7,-11,-12.8,5.760005266,5to6,4.95088529,4.934473933,4.921439715
38,D:\Danny\DATA_text\AMBUJACEM\5004251214.txt,3,1.166666667,3,10.5,6,2.2,2.5,2,4,3,5,1.666666667,7,3,3.333333333,3,3,2,3,AMBUJACEM,500425,1/12/2014,500425_2014,500425,2014,167.35,213.95,206.3,271.6,27.8,23.3,62.3,6.044056997,6to7,5.180659323,5.155024197,5.358000369
39,D:\Danny\DATA_text\AMBUJACEM\5004251215.txt,13,2.714285714,3,6.833333333,7.5,4.8,4,6,9,0.333333333,25,75,2.666666667,2.4,4.4,9,9,1,4,AMBUJACEM,500425,1/12/2015,500425_2015,500425,2015,271.6,259.9,207.4,203.3,-4.3,-23.6,-25.1,5.867317554,5to6,4.981549713,4.839451482,4.827513417
40,D:\Danny\DATA_text\ASHOKLEY\5004770311.txt,6,3,1,13,3,3,2,2,2,3,6,2,3,4,3,4,7,3,3,ASHOKLEY,500477,1/3/2011,500477_2011,500477,2011,46.7,55.15,24.85,28,18.1,-46.8,-40,5.18178355,5to6,5.12455904,4.636668853,4.700480366
41,D:\Danny\DATA_text\ASHOKLEY\5004770312.txt,3.5,11,4,24,5,8,5,2,5,3.5,5,1.428571429,1.333333333,3.5,4,9,10,6,1,ASHOKLEY,500477,1/3/2012,500477_2012,500477,2012,28,29.35,20.7,22.2,4.8,-26.1,-20.7,5.148656592,5to6,5.042133961,4.819474789,4.862135286
42,D:\Danny\DATA_text\ASHOKLEY\5004770313.txt,6,8,3,7,2,3,4,1,2,1.5,4,2.666666667,2.5,2,3,3,4,3,3,ASHOKLEY,500477,1/3/2013,500477_2013,500477,2013,22.2,22.05,12,15.65,-0.7,-45.9,-29.5,5.109877129,5to6,5.005957705,4.645351976,4.791649753
43,D:\Danny\DATA_text\ASHOKLEY\5004770314.txt,3,1.5,5,7,1.5,5,3,1,2,1,2,2,3,4,1,3,4,3,3,ASHOKLEY,500477,1/3/2014,500477_2014,500477,2014,15.65,23.6,36.55,69.75,50.8,133.5,345.7,5.392490537,5to6,5.302309388,5.647212123,6.205970905
44,D:\Danny\DATA_text\ASHOKLEY\5004770315.txt,2,3,7,5,4,10,2,3,4,1.666666667,5,3,4,5,6.5,3,2.5,5,4,ASHOKLEY,500477,1/3/2015,500477_2015,500477,2015,69.75,74.85,90.55,88,7.3,29.8,26.2,5.472270674,5to6,5.05815481,5.191845122,5.171619714
45,D:\Danny\DATA_text\AUROPHARMA\5248040310.txt,7,3,2,15,7,12,5,3,10,2.666666667,8,3,13,8.5,8,3.5,5,13,2,AUROPHARMA,524804,1/3/2010,524804_2010,524804,2010,914,941.45,1039.6,170,3,13.7,-81.4,5.768320996,5to6,5.030437921,5.098035484,4.228292535
46,D:\Danny\DATA_text\AUROPHARMA\5248040311.txt,7,2.333333333,1.5,30,10.5,13,3,6,5,3,14,4.666666667,8,19,12,3,10,8,3.5,AUROPHARMA,524804,1/3/2011,524804_2011,524804,2011,170,193.65,125.7,112.95,13.9,-26.1,-33.6,5.5719639,5to6,5.099256486,4.819474789,4.757032535
47,D:\Danny\DATA_text\AUROPHARMA\5248040312.txt,7,2.5,3,12,10,8.5,4,4,5,2,5,2.5,5,4.666666667,7,2,10,5,3,AUROPHARMA,524804,1/3/2012,524804_2012,524804,2012,112.95,116.45,110.7,161.5,3.1,-2,43,5.741399338,5to6,5.031091303,4.997212274,5.262690189
48,D:\Danny\DATA_text\AUROPHARMA\5248040313.txt,6,7,3,6.5,5.333333333,4.5,1,5,3,2,3,1.5,10,6,9,1.5,6,2,3,AUROPHARMA,524804,1/3/2013,524804_2013,524804,2013,161.5,175.85,181.65,524.05,8.9,12.5,224.5,6.513304292,6to7,5.068275074,5.090678002,5.925591803
49,D:\Danny\DATA_text\AUROPHARMA\5248040314.txt,5.5,5,3,7.666666667,6.5,4.333333333,8,9,3.5,2.5,5,2,14,6.333333333,7.5,8,7,4.5,6,AUROPHARMA,524804,1/3/2014,524804_2014,524804,2014,524.05,558.1,817.95,1083.7,6.5,56.1,106.8,7.117773063,7to8,5.05305601,5.328361488,5.548297572
50,D:\Danny\DATA_text\AUROPHARMA\5248040315.txt,12,5,4,17,14,7.5,5,4.5,13,3,11,3.666666667,10,5,18,9,12,15,3.5,AUROPHARMA,524804,1/3/2015,524804_2015,524804,2015,1083.7,1361,753.9,875.4,25.6,-30.4,-19.2,6.932838059,6to7,5.168208681,4.784152842,4.873669439
51,D:\Danny\DATA_text\BAJAJ-AUTO\5329770311.txt,0.4,4.5,3,18,4,5,0.75,2.666666667,0.5,0.666666667,13,19.5,1.5,7,3,3,3,3,1,BAJAJ-AUTO,532977,1/3/2011,532977_2011,532977,2011,1268.3,1417.65,1573,1770.55,11.8,24,39.6,7.560366882,7to8,5.086361005,5.159055299,5.24491659
52,D:\Danny\DATA_text\BAJAJ-AUTO\5329770312.txt,3,3,1,13,9,9,4,8,2,1,9,9,1.666666667,6,7,5,6,5,2,BAJAJ-AUTO,532977,1/3/2012,532977_2012,532977,2012,1770.55,1640.7,1615.4,1971.6,-7.3,-8.8,11.4,7.6599258,7to8,4.960744524,4.950177325,5.083885756
53,D:\Danny\DATA_text\BAJAJ-AUTO\5329770313.txt,4,6.5,2,9,5.5,10,2,7,3,1.666666667,8,4.8,2.666666667,8,2.333333333,2,4,1,1,BAJAJ-AUTO,532977,1/3/2013,532977_2013,532977,2013,1971.6,1725.9,1839.5,1942.7,-12.5,-6.7,-1.5,7.646210377,7to8,4.923623917,4.964940335,5.000584958
54,D:\Danny\DATA_text\BAJAJ-AUTO\5329770314.txt,6,6.5,1,33,9,11,0.5,6,0.25,1.666666667,12,7.2,1.666666667,3.333333333,3.333333333,6,11,4,3,BAJAJ-AUTO,532977,1/3/2014,532977_2014,532977,2014,1942.7,2005.85,2259.75,2161.8,3.3,16.3,11.3,7.745781721,7to8,5.032396786,5.113793386,5.083265985
55,D:\Danny\DATA_text\BAJAJ-AUTO\5329770315.txt,0.666666667,4.5,0.2,4.75,2.666666667,5.5,2,4,1.5,1,5,5,1.5,4,5.5,3,7,2.666666667,0.5,BAJAJ-AUTO,532977,1/3/2015,532977_2015,532977,2015,2161.8,2077.8,2254.9,2533.5,-3.9,4.3,17.2,7.894877192,7to8,4.984291319,5.038898759,5.119190701
56,D:\Danny\DATA_text\BAJFINANCE\5000340310.txt,0.5,3,1,4,1.5,10,3,2,4,2,3.5,1.75,4,1,3,4,0.333333333,1,3,BAJFINANCE,500034,1/3/2010,500034_2010,500034,2010,300.45,345.15,613,610.9,14.9,104,103.3,6.634501943,6to7,5.10533923,5.537334267,5.534574557
57,D:\Danny\DATA_text\BAJFINANCE\5000340311.txt,2,5,1,5.5,5,4,3,3,2,2,7,3.5,4,3,5,3,1.5,3,1,BAJFINANCE,500034,1/3/2011,500034_2011,500034,2011,610.9,712.7,614.7,772.3,16.7,0.6,26.4,6.82687055,6to7,5.11619579,5.014627315,5.172754144
58,D:\Danny\DATA_text\BAJFINANCE\5000340312.txt,1,2,1,7,5,6,2,2,2,3,5,1.666666667,2,4,2,2,4,3,2,BAJFINANCE,500034,1/3/2012,500034_2012,500034,2012,772.3,879.55,1052.9,1274.7,13.9,36.3,65.1,7.261716544,7to8,5.099256486,5.227358278,5.371103036
59,D:\Danny\DATA_text\BAJFINANCE\5000340313.txt,3,3,0.5,9,4,9,2,3,3,3,6,2,4,4,3,1,3,3,3,BAJFINANCE,500034,1/3/2013,500034_2013,500034,2013,1274.7,1108,1025.5,1568.65,-13.1,-19.5,23.1,7.449294378,7to8,4.919250732,4.871373227,5.153869462
60,D:\Danny\DATA_text\BAJFINANCE\5000340314.txt,3,1,0.5,5.5,1.25,4.5,0.5,1.5,1.5,2,6,3,2.5,2,2.5,2,4,0.75,4.5,BAJFINANCE,500034,1/3/2014,500034_2014,500034,2014,1568.65,1763.05,2468.8,4362.8,12.4,57.4,178.1,8.414673082,8+,5.090062428,5.334649296,5.79331844
61,D:\Danny\DATA_text\BAJFINANCE\5000340315.txt,1,0.5,3,3,1.5,8,0.666666667,3,2,1,4,4,3,6,6,3,3,3,3.5,BAJFINANCE,500034,1/3/2015,500034_2015,500034,2015,4362.8,4448.95,5024.05,6013.2,2,15.2,37.8,8.726351402,8+,5.023880521,5.107156861,5.235377567
62,D:\Danny\DATA_text\BALAJITELE\5323820310.txt,4,9,3,20,13,14,2,1,2.5,1,3,3,8,8,6.5,3,10,3,4,BALAJITELE,532382,1/3/2010,532382_2010,532382,2010,48.45,66.5,51.85,34.8,37.3,7,-28.2,5.219274159,5to6,5.232711609,5.056245805,4.802380355
63,D:\Danny\DATA_text\BALAJITELE\5323820311.txt,3,3,2,15,17,4.666666667,5,4,2,5,1.5,0.3,5,3,13,4,7,7,2,BALAJITELE,532382,1/3/2011,532382_2011,532382,2011,34.8,39.6,28.15,42.2,13.8,-19.1,21.3,5.258536497,5to6,5.098646171,4.874433673,5.143416405
64,D:\Danny\DATA_text\BALAJITELE\5323820312.txt,3.5,9,1,8.5,25,10.5,8,3,6,5,6,1.2,7,3.5,5,6,3,9,2,BALAJITELE,532382,1/3/2012,532382_2012,532382,2012,42.2,42.9,40.4,42.2,1.7,-4.3,0,5.258536497,5to6,5.021904886,4.981549713,5.010635294
65,D:\Danny\DATA_text\BALAJITELE\5323820313.txt,11,7,1,28,17,11.5,6,10,3,2,9,4.5,15,15,22,9,5,21,5,BALAJITELE,532382,1/3/2013,532382_2013,532382,2013,42.2,41.9,31.7,45.95,-0.7,-24.9,8.9,5.277859525,5to6,5.005957705,4.829113417,5.068275074
66,D:\Danny\DATA_text\BALAJITELE\5323820314.txt,11,4,1,8.5,16,11,4,4,9,3,10,3.333333333,6,16,18,10,13,16,2,BALAJITELE,532382,1/3/2014,532382_2014,532382,2014,45.95,48.8,80.6,65,6.2,75.4,41.5,5.370638028,5to6,5.051137237,5.417876602,5.254887809
67,D:\Danny\DATA_text\BALAJITELE\5323820315.txt,10,3.666666667,2,3.857142857,2.384615385,6.166666667,8,8,8,1.166666667,15,12.85714286,3,14,14.5,15,15,9.5,5,BALAJITELE,532382,1/3/2015,532382_2015,532382,2015,65,75.5,78.7,139.7,16.2,21.1,114.9,5.668845905,5to6,5.113191882,5.142248181,5.579352396
68,D:\Danny\DATA_text\BALRAMCHIN\5000380311.txt,6,10,1,5,3.5,5,3,1,2,4,9,2.25,5.5,3.333333333,10,2,5,4,3,BALRAMCHIN,500038,1/3/2011,500038_2011,500038,2011,65.9,75.95,54.3,51.65,15.3,-17.6,-21.6,5.306533521,5to6,5.107762005,4.885827644,4.855150391
69,D:\Danny\DATA_text\BALRAMCHIN\5000380312.txt,2,9,3,15,12,8,3,5,4,7,4,0.571428571,12,8,7,2,3,6,1.5,BALRAMCHIN,500038,1/3/2012,500038_2012,500038,2012,51.65,59,66.4,47.35,14.2,28.6,-8.3,5.284978802,5to6,5.101085197,5.185148668,4.953712147
70,D:\Danny\DATA_text\BALRAMCHIN\5000380313.txt,8,13,3,22,9,6,6,7,7,3,7,2.333333333,14,6,6,4,4,3,4,BALRAMCHIN,500038,1/3/2013,500038_2013,500038,2013,47.35,48.95,35.8,46.6,3.4,-24.4,-1.6,5.281171208,5to6,5.033048889,4.833102254,4.999911331
71,D:\Danny\DATA_text\BALRAMCHIN\5000380314.txt,4.666666667,12,5,6.5,4.6,15,7,3,1.6,2,6,3,21,8,7.333333333,3,16,11,13,BALRAMCHIN,500038,1/3/2014,500038_2014,500038,2014,46.6,56.05,71.65,58.65,20.3,53.8,25.9,5.340658207,5to6,5.137561588,5.317139121,5.169915652
72,D:\Danny\DATA_text\BALRAMCHIN\5000380315.txt,2.5,7,5,6.666666667,5.5,4.5,5,4,6,8,6,0.75,9,4,3.4,3,5,3,2,BALRAMCHIN,500038,1/3/2015,500038_2015,500038,2015,58.65,49.95,39.6,70.05,-14.8,-32.5,19.4,5.393854793,5to6,4.906755164,4.766438334,5.132262782
73,D:\Danny\DATA_text\BASF\5000420310.txt,1.5,3,3,3.5,5,3,1,4,1,3,8,2.666666667,6,2.666666667,4,3,1,5.5,1.5,BASF,500042,1/3/2010,500042_2010,500042,2010,364.05,397.4,506.3,476.25,9.2,39.1,30.8,6.439749652,6to7,5.070161273,5.242275976,5.197391448
74,D:\Danny\DATA_text\BASF\5000420311.txt,0.6,5,2,3.5,9,1,1,1,2,4,6,1.5,3,4.5,4,4,1,8,1,BASF,500042,1/3/2011,500042_2011,500042,2011,476.25,650,594.7,492.85,36.5,24.9,3.5,6.465911416,6to7,5.228431239,5.164214382,5.033700567
75,D:\Danny\DATA_text\BASF\5000420312.txt,1.5,5,2,9,7,5,2,4,1,2,6,3,3,9,3,3,1,11,2,BASF,500042,1/3/2012,500042_2012,500042,2012,492.85,620.45,629.3,598.6,25.9,27.7,21.5,6.618204795,6to7,5.169915652,5.180096735,5.144583267
76,D:\Danny\DATA_text\BASF\5000420313.txt,3,3,1,3.5,3,7,2,2,3,1,2,2,1,4.5,6,4,2,7,1,BASF,500042,1/3/2013,500042_2013,500042,2013,598.6,564.2,513.2,688.8,-5.7,-14.3,15.1,6.731972299,6to7,4.971894466,4.910446567,5.106551351
77,D:\Danny\DATA_text\BASF\5000420315.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BASF,500042,1/3/2015,500042_2015,500042,2015,1145.15,1267.9,1196.6,947.4,10.7,4.5,-17.3,7.000699025,7to8,5.079539273,5.040194096,4.888090941
78,D:\Danny\DATA_text\BAYERCROP\5062850310.txt,2,1.333333333,0.5,1.166666667,3,4,0.5,0.5,1,1,2,2,1,5,5,6,3,3,1,BAYERCROP,506285,1/3/2010,506285_2010,506285,2010,590,681,999.6,726.15,15.4,69.4,23.1,6.775537309,6to7,5.108366783,5.390896548,5.153869462
79,D:\Danny\DATA_text\BAYERCROP\5062850311.txt,1,6,1,14,5,5,0.5,0.5,2,1,2,2,3,9,1,6,6,3,1,BAYERCROP,506285,1/3/2011,506285_2011,506285,2011,726.15,944.1,811.5,798.4,30,11.8,9.9,6.854776354,6to7,5.192956851,5.086361005,5.07454862
80,D:\Danny\DATA_text\BAYERCROP\5062850312.txt,2,4.5,0.5,5.333333333,4.5,6,1.5,1,6,1,10,10,5,7.5,11,4,0.5,4,3,BAYERCROP,506285,1/3/2012,506285_2012,506285,2012,798.4,792.65,1010.3,1096.15,-0.7,26.5,37.3,7.127814077,7to8,5.005957705,5.173320876,5.232711609
